title,views,url,id,dateCreated
Respond to a Submittal as an Approver,36868,https://support.procore.com/products/online/user-guide/project-level/submittals/tutorials/respond-to-a-submittal-as-an-approver,2154,"Wed, 18 Mar 2015 23:43:23 GMT"
Add Task Categories,36475,https://support.procore.com/products/online/user-guide/company-level/admin/tutorials/add-task-categories,32543,"Mon, 16 Apr 2018 21:22:10 GMT"
(Legacy) Create a Purchase Order,36269,https://support.procore.com/products/online/user-guide/project-level/commitments/tutorials/create-a-purchase-order,1309,"Wed, 18 Feb 2015 00:40:46 GMT"
Delete Drawing Markups (iOS),34667,https://support.procore.com/procore-mobile-ios/user-guide/drawings-ios/tutorials/delete-drawing-markups-ios,6834,"Wed, 16 Mar 2016 22:47:32 GMT"
Create Prime Contracts,33742,https://support.procore.com/products/online/user-guide/project-level/prime-contracts/tutorials/create-prime-contracts,1193,"Mon, 09 Feb 2015 20:28:51 GMT"
Extract Project Data Using Procore Extracts,33496,https://support.procore.com/products/procore-extracts/user-guide/tutorials/extract-project-data-using-procore-extracts,48727,"Tue, 26 Mar 2019 20:47:29 GMT"
Upload a Project Schedule File to Procore's Web Application,32469,https://support.procore.com/products/online/user-guide/project-level/schedule/tutorials/upload-a-project-schedule-file-to-procores-web-application,2237,"Mon, 30 Mar 2015 15:50:17 GMT"
Upload and Submit a Submittal,32360,https://support.procore.com/products/online/user-guide/project-level/submittals/tutorials/upload-and-submit-a-submittal,2313,"Tue, 07 Apr 2015 18:22:41 GMT"
Add a Drawing Area,32346,https://support.procore.com/products/online/user-guide/project-level/drawings/tutorials/add-a-drawing-area,2737,"Fri, 15 May 2015 18:39:39 GMT"
Create a Potential Change Order for a Prime Contract,32167,https://support.procore.com/products/online/user-guide/project-level/prime-contracts/tutorials/create-a-potential-change-order-for-a-prime-contract,2149,"Wed, 18 Mar 2015 18:53:33 GMT"
Add Tiered Locations to a Project,31614,https://support.procore.com/products/online/user-guide/project-level/admin/tutorials/add-multi-tiered-locations-to-a-project,4503,"Wed, 14 Oct 2015 21:44:27 GMT"
Best Practices for Using the Tasks Tool,31535,https://support.procore.com/products/online/user-guide/project-level/tasks/tutorials/best-practices-for-using-the-tasks-tool,32438,"Fri, 13 Apr 2018 23:11:04 GMT"
Upload Specifications,31518,https://support.procore.com/products/online/user-guide/project-level/specifications/tutorials/upload-specifications,4445,"Fri, 09 Oct 2015 18:17:19 GMT"
Create a Prime Contract Change Order,31306,https://support.procore.com/products/online/user-guide/project-level/prime-contracts/tutorials/create-a-prime-contract-change-order,2153,"Wed, 18 Mar 2015 23:41:35 GMT"
(Legacy) Create a Subcontract,30507,https://support.procore.com/products/online/user-guide/project-level/commitments/tutorials/create-a-subcontract,1311,"Wed, 18 Feb 2015 01:15:07 GMT"
Change a Project's Status to Active or Inactive,30256,https://support.procore.com/products/online/user-guide/project-level/admin/tutorials/change-a-projects-status-to-active-or-inactive,21732,"Tue, 18 Jul 2017 19:52:29 GMT"
Upload Drawing Revisions,29242,https://support.procore.com/products/online/user-guide/project-level/drawings/tutorials/upload-drawing-revisions,930,"Mon, 02 Feb 2015 18:17:38 GMT"
Create a Submittal Package,28934,https://support.procore.com/products/online/user-guide/project-level/submittals/tutorials/create-a-submittal-package,823,"Wed, 28 Jan 2015 22:20:33 GMT"
Configure Advanced Settings: Daily Log,28738,https://support.procore.com/products/online/user-guide/project-level/daily-log/tutorials/configure-advanced-settings-daily-log,1550,"Tue, 24 Feb 2015 18:17:44 GMT"
Manage Submittal Workflow Templates,28421,https://support.procore.com/products/online/user-guide/project-level/submittals/tutorials/manage-submittal-workflow-templates,29444,"Thu, 15 Feb 2018 00:20:53 GMT"
Prepare Users & Vendors for Import to the Procore Imports App,28155,https://support.procore.com/products/procore-imports/user-guide/company-directory/tutorials/prepare-users-and-vendors-for-import-to-the-procore-imports-app,51786,"Thu, 30 May 2019 16:47:39 GMT"
Configure IdP-Initiated SSO for Microsoft Azure AD,27977,https://support.procore.com/integrations/azure-ad-sso/tutorials/configure-idp-initiated-sso-for-microsoft-azure-ad,10690,"Thu, 08 Sep 2016 16:22:08 GMT"
Configure Settings: Submittals Tool,27358,https://support.procore.com/products/online/user-guide/project-level/submittals/tutorials/configure-settings-submittals-tool,815,"Wed, 28 Jan 2015 20:05:37 GMT"
Create an Owner Invoice,27347,https://support.procore.com/products/online/user-guide/project-level/prime-contracts/tutorials/create-an-owner-invoice,2013,"Tue, 10 Mar 2015 18:59:26 GMT"
Manage Project Permissions Templates,27067,https://support.procore.com/products/online/user-guide/company-level/permissions/tutorials/manage-project-permissions-templates,66964,"Thu, 09 Jan 2020 18:43:59 GMT"
Create a Punch List Item,27053,https://support.procore.com/products/online/user-guide/project-level/punch-list/tutorials/create-a-punch-list-item,1194,"Mon, 09 Feb 2015 22:29:41 GMT"
Set up a Budget in a New Procore Project,27002,https://support.procore.com/products/online/user-guide/project-level/budget/tutorials/set-up-a-budget-in-a-new-procore-project,892,"Fri, 30 Jan 2015 23:03:19 GMT"
Create a Company Level Form Template,26906,https://support.procore.com/products/online/user-guide/company-level/admin/tutorials/create-a-company-level-form-template,24223,"Tue, 19 Sep 2017 16:18:12 GMT"
Prepare Submittals for Import to the Procore Imports App,26721,https://support.procore.com/products/procore-imports/user-guide/submittals/tutorials/prepare-submittals-for-import-to-the-procore-imports-app,52239,"Wed, 05 Jun 2019 17:45:09 GMT"
Update the Submittals Import Template,26466,https://support.procore.com/products/online/user-guide/project-level/submittals/tutorials/update-the-submittals-import-template,7213,"Thu, 07 Apr 2016 16:11:50 GMT"
"Add, Edit, and Delete Company Cost Codes",26383,https://support.procore.com/products/online/user-guide/company-level/admin/tutorials/add-edit-delete-company-cost-codes,2183,"Mon, 23 Mar 2015 17:01:13 GMT"
Upload Files or Folders to the Project Level Documents Tool,26368,https://support.procore.com/products/online/user-guide/project-level/documents/tutorials/upload-files-or-folders-to-the-project-level-documents-tool,1085,"Thu, 05 Feb 2015 23:23:28 GMT"
Add a Company to the Company Directory,26344,https://support.procore.com/products/online/user-guide/company-level/directory/tutorials/add-a-company-to-the-company-directory,1679,"Fri, 27 Feb 2015 19:19:22 GMT"
Edit a Project Permissions Template,25837,https://support.procore.com/products/online/user-guide/company-level/permissions/tutorials/edit-a-project-permissions-template,67483,"Tue, 14 Jan 2020 19:12:16 GMT"
Download Bid Documents,25566,https://support.procore.com/products/online/user-guide/company-level/planroom/tutorials/download-bid-documents,2100,"Fri, 13 Mar 2015 21:07:18 GMT"
Generate and Print QR Codes for Locations,24455,https://support.procore.com/products/online/user-guide/project-level/admin/tutorials/generate-and-print-qr-codes-for-locations,10021,"Tue, 23 Aug 2016 21:46:47 GMT"
About Procore Sync,24368,https://support.procore.com/products/procore-sync/tutorials/about-procore-sync,21139,"Tue, 27 Jun 2017 23:22:40 GMT"
Download Drawings,24278,https://support.procore.com/products/online/user-guide/project-level/drawings/tutorials/download-drawings,912,"Sat, 31 Jan 2015 00:39:24 GMT"
Inactivate a Batch of User Accounts in the Company Directory,24206,https://support.procore.com/products/online/user-guide/company-level/directory/tutorials/inactivate-a-batch-of-user-accounts-in-the-company-directory,1714,"Mon, 02 Mar 2015 19:20:29 GMT"
Create an Observation,23992,https://support.procore.com/products/online/user-guide/project-level/observations/tutorials/create-an-observation,5515,"Tue, 02 Feb 2016 23:31:28 GMT"
Create a Meeting,23978,https://support.procore.com/products/online/user-guide/project-level/meetings/tutorials/create-a-meeting,1458,"Fri, 20 Feb 2015 18:41:43 GMT"
Create a Budget Modification,23703,https://support.procore.com/products/online/user-guide/project-level/budget/tutorials/create-a-budget-modification,871,"Fri, 30 Jan 2015 19:38:15 GMT"
Change the Status of a Task,23475,https://support.procore.com/products/online/user-guide/project-level/tasks/tutorials/change-the-status-of-a-task,23933,"Thu, 07 Sep 2017 16:21:43 GMT"
Add Meeting Minutes,23098,https://support.procore.com/products/online/user-guide/project-level/meetings/tutorials/add-meeting-minutes,3565,"Tue, 07 Jul 2015 18:24:57 GMT"
Configure Advanced Settings: Bidding,22703,https://support.procore.com/products/online/user-guide/project-level/bidding/tutorials/configure-advanced-settings-bidding,863,"Fri, 30 Jan 2015 18:26:34 GMT"
Configure Your Company Settings,22452,https://support.procore.com/products/online/user-guide/company-level/admin/tutorials/configure-your-company-settings,1906,"Fri, 06 Mar 2015 18:56:31 GMT"
Submit a Bid,21657,https://support.procore.com/products/online/user-guide/company-level/planroom/tutorials/submit-a-bid,1026,"Wed, 04 Feb 2015 18:44:03 GMT"
Manage Permissions for Files and Folders in the Project Level Documents Tool,21608,https://support.procore.com/products/online/user-guide/project-level/documents/tutorials/manage-permissions-for-files-and-folders-in-the-project-level-documents-tool,3669,"Thu, 16 Jul 2015 20:48:13 GMT"
Add a Budget Line Item,21412,https://support.procore.com/products/online/user-guide/project-level/budget/tutorials/add-a-budget-line-item,866,"Fri, 30 Jan 2015 18:52:14 GMT"
Create a Company Level Inspection Template,21033,https://support.procore.com/products/online/user-guide/company-level/inspections/tutorials/create-a-company-level-inspection-template,789,"Wed, 28 Jan 2015 00:55:04 GMT"
Add and Remove Project Tools,21009,https://support.procore.com/products/online/user-guide/project-level/admin/tutorials/add-and-remove-project-tools,13344,"Wed, 11 Jan 2017 23:27:46 GMT"
Create a Custom Company Report,20790,https://support.procore.com/products/online/user-guide/company-level/reports/tutorials/create-a-custom-company-level-report,3940,"Thu, 20 Aug 2015 23:11:21 GMT"
Respond to an RFI,20611,https://support.procore.com/products/online/user-guide/project-level/rfi/tutorials/respond-to-an-rfi,1227,"Fri, 13 Feb 2015 00:42:30 GMT"
Create an Invoice on Behalf of an Invoice Contact,20611,https://support.procore.com/products/online/user-guide/project-level/commitments/tutorials/create-an-invoice-on-behalf-of-an-invoice-contact,11292,"Wed, 19 Oct 2016 22:04:47 GMT"
Configure Advanced Settings: RFIs,20522,https://support.procore.com/products/online/user-guide/project-level/rfi/tutorials/configure-advanced-settings-rfis,1977,"Mon, 09 Mar 2015 22:32:06 GMT"
Edit an RFI,20143,https://support.procore.com/products/online/user-guide/project-level/rfi/tutorials/edit-an-rfi,2010,"Tue, 10 Mar 2015 18:52:59 GMT"
Configure Advanced Settings: Punch List,20032,https://support.procore.com/products/online/user-guide/project-level/punch-list/tutorials/configure-advanced-settings-punch-list,1248,"Mon, 16 Feb 2015 18:15:15 GMT"
Create a Custom Project Report Dashboard,19973,https://support.procore.com/products/online/user-guide/project-level/reports/tutorials/create-a-custom-project-report-dashboard,15942,"Wed, 29 Mar 2017 19:59:53 GMT"
Download Bid Documents,19814,https://support.procore.com/products/online/user-guide/project-level/bidding/tutorials/download-bid-documents,900,"Fri, 30 Jan 2015 23:35:35 GMT"
Add a Company to the Project Directory,19773,https://support.procore.com/products/online/user-guide/project-level/directory/tutorials/add-a-company-to-the-project-directory,2050,"Wed, 11 Mar 2015 18:21:30 GMT"
Configure Advanced Settings: Portfolio,19738,https://support.procore.com/products/online/user-guide/company-level/portfolio/tutorials/configure-advanced-settings-portfolio,15854,"Thu, 23 Mar 2017 21:30:08 GMT"
Publish Drawings,19563,https://support.procore.com/products/online/user-guide/project-level/drawings/tutorials/publish-drawings,25302,"Tue, 17 Oct 2017 22:48:58 GMT"
Edit Drawings,19492,https://support.procore.com/products/online/user-guide/project-level/drawings/tutorials/edit-drawings,1051,"Wed, 04 Feb 2015 22:25:35 GMT"
Add a Phone Calls Entry from the Directory (iOS),19317,https://support.procore.com/procore-mobile-ios/user-guide/directory-ios/tutorials/add-a-phone-calls-entry-from-the-directory-ios,28045,"Wed, 10 Jan 2018 23:54:21 GMT"
Search for and Invite Bidders,19082,https://support.procore.com/products/online/user-guide/project-level/bidding/tutorials/search-for-and-invite-bidders,895,"Fri, 30 Jan 2015 23:17:37 GMT"
Convert a Meeting from Agenda to Minutes Mode,19078,https://support.procore.com/products/online/user-guide/project-level/meetings/tutorials/convert-a-meeting-to-minutes-mode,1498,"Sat, 21 Feb 2015 00:48:33 GMT"
Configure Advanced Settings: Commitments,19058,https://support.procore.com/products/online/user-guide/project-level/commitments/tutorials/configure-advanced-settings-commitments,2321,"Wed, 08 Apr 2015 00:13:33 GMT"
View Drawings,18977,https://support.procore.com/products/online/user-guide/project-level/drawings/tutorials/view-drawings,2472,"Wed, 29 Apr 2015 00:07:11 GMT"
Create a Schedule of Values on a Prime Contract using the Project's Budget,18958,https://support.procore.com/products/online/user-guide/project-level/prime-contracts/tutorials/create-a-prime-contract-sov-from-the-project-budget,14978,"Tue, 14 Feb 2017 23:55:44 GMT"
Create a Timesheet,18930,https://support.procore.com/products/online/user-guide/project-level/timesheets/tutorials/create-a-timesheet,23706,"Wed, 30 Aug 2017 16:45:57 GMT"
Link Items on a Drawing,18920,https://support.procore.com/products/online/user-guide/project-level/drawings/tutorials/link-items-on-a-drawing,936,"Mon, 02 Feb 2015 19:00:38 GMT"
Update General Project Information,18713,https://support.procore.com/products/online/user-guide/project-level/admin/tutorials/update-general-project-information,2831,"Tue, 19 May 2015 17:36:17 GMT"
Add a Custom Project Role,18688,https://support.procore.com/products/online/user-guide/company-level/admin/tutorials/add-a-custom-project-role,1939,"Mon, 09 Mar 2015 16:56:19 GMT"
Create a Prime PCO from a Change Event,18647,https://support.procore.com/products/online/user-guide/project-level/change-events/tutorials/create-a-prime-potential-change-order-from-a-change-event,15494,"Mon, 13 Mar 2017 18:21:39 GMT"
Create RFQs from a Change Event,18625,https://support.procore.com/products/online/user-guide/project-level/change-events/tutorials/create-rfqs-from-a-change-event,15495,"Mon, 13 Mar 2017 18:41:03 GMT"
Create a Project Permissions Template,18599,https://support.procore.com/products/online/user-guide/company-level/permissions/tutorials/create-a-project-permissions-template,66966,"Thu, 09 Jan 2020 18:52:58 GMT"
Set up a New Budget View,18515,https://support.procore.com/products/online/user-guide/company-level/admin/tutorials/set-up-a-new-budget-view,10315,"Mon, 29 Aug 2016 23:28:16 GMT"
Add a Distribution Group to the Project Directory,18488,https://support.procore.com/products/online/user-guide/project-level/directory/tutorials/add-a-distribution-group-to-the-project-directory,2286,"Thu, 02 Apr 2015 20:57:31 GMT"
Add a Comment to a Task,18484,https://support.procore.com/products/online/user-guide/project-level/tasks/tutorials/add-a-comment-to-a-task,24074,"Wed, 13 Sep 2017 22:40:19 GMT"
Merge Companies,18148,https://support.procore.com/products/online/user-guide/company-level/directory/tutorials/merge-companies,3859,"Tue, 11 Aug 2015 18:06:12 GMT"
Upload a Drawing Sketch,18081,https://support.procore.com/products/online/user-guide/project-level/drawings/tutorials/upload-a-drawing-sketch,928,"Mon, 02 Feb 2015 18:06:27 GMT"
"Integrate a Microsoft Project, Asta, or Phoenix Schedule using Procore Drive",17938,https://support.procore.com/products/procore-drive/user-guide/schedule/tutorials/integrate-a-microsoft-project-schedule-using-procore-drive,1401,"Thu, 19 Feb 2015 20:20:00 GMT"
Configure SP-Initiated SSO for Procore in Azure AD,17804,https://support.procore.com/integrations/azure-ad-sso/tutorials/configure-procore-sp-initiated-sso-for-microsoft-azure-ad,15909,"Mon, 27 Mar 2017 21:50:56 GMT"
Create a Commitment,17764,https://support.procore.com/products/online/user-guide/project-level/commitments/tutorials/create-a-commitment,1307,"Wed, 18 Feb 2015 00:22:46 GMT"
Create New Custom Fields,17463,https://support.procore.com/products/online/user-guide/company-level/admin/tutorials/create-new-custom-fields,59513,"Thu, 03 Oct 2019 00:51:53 GMT"
Add Financial Markup to Prime Contract Change Orders,17441,https://support.procore.com/products/online/user-guide/project-level/prime-contracts/tutorials/add-financial-markup-to-prime-contract-change-orders,5852,"Thu, 25 Feb 2016 21:55:26 GMT"
Create a Commitment Change Order from a Change Event,17406,https://support.procore.com/products/online/user-guide/project-level/change-events/tutorials/create-a-commitment-change-order-from-a-change-event,22942,"Tue, 08 Aug 2017 21:54:28 GMT"
Add a Custom Trade,16920,https://support.procore.com/products/online/user-guide/company-level/admin/tutorials/add-a-custom-trade,2042,"Wed, 11 Mar 2015 17:43:38 GMT"
